,country,hazard_type,landslide_type,trigger,fatalities,injuries,latitude,longitude,distance,population,year,month,day,day_of_week,is_weekend,season,total_casualties,affected_area,population_density
1572,133,1,5,4,0.0,0.0,35.5001,-83.94419999999998,23.26062,620.0,2010.0,3.0,14.0,6.0,1,1.0,0.0,1699.7789458288973,0.36475331190648264
1573,70,1,0,15,8.0,0.0,-21.1806,48.0043,35.46494,27686.0,2010.0,3.0,15.0,0.0,0,1.0,0.0,3951.375762414661,7.006673539719558
1574,43,1,5,4,0.0,0.0,42.5167,43.1667,0.61278,2408.0,2010.0,3.0,15.0,0.0,0,1.0,0.0,1.1796659315293412,2041.2558637496832
1575,43,1,5,4,0.0,0.0,41.8393,44.706,1.24184,7423.0,2010.0,3.0,15.0,0.0,0,1.0,0.0,4.844859215932615,1532.13946353467
1576,69,1,5,4,0.0,4.0,41.7396,20.9306,4.40741,3629.0,2010.0,3.0,15.0,0.0,0,1.0,4.0,61.02626324613725,59.46620040232765
1577,133,1,6,13,0.0,0.0,42.4135,-71.6974,1.25138,7389.0,2010.0,3.0,15.0,0.0,0,1.0,0.0,4.919582998737986,1501.9565686554106
1578,133,1,5,4,0.0,0.0,42.1433,-71.2165,2.73316,5918.0,2010.0,3.0,15.0,0.0,0,1.0,0.0,23.468211041634945,252.1709042713515
1579,54,1,4,13,0.0,0.0,-0.9813,100.6669,9.46546,0.0,2010.0,3.0,16.0,1.0,0,1.0,0.0,281.4707833481122,0.0
1580,133,1,6,4,0.0,0.0,40.4059,-75.0086,6.71244,2528.0,2010.0,3.0,16.0,1.0,0,1.0,0.0,141.5502713214015,17.859379402106327
1581,133,1,5,4,0.0,0.0,35.6733,-83.66429999999998,11.83863,3944.0,2010.0,3.0,18.0,3.0,0,1.0,0.0,440.3041387033018,8.957444759922318
1582,54,1,5,4,0.0,0.0,-6.7234,107.1756,13.98369,77758.0,2010.0,3.0,20.0,5.0,1,1.0,0.0,614.3182932847835,126.57607766199666
1583,4,1,5,4,0.0,0.0,-8.8176,13.2272,2.26512,2776168.0,2010.0,3.0,23.0,1.0,0,1.0,0.0,16.11878498626812,172231.84020166946
1584,69,1,5,4,0.0,0.0,42.0981,21.1342,2.31421,7313.0,2010.0,3.0,20.0,5.0,1,1.0,0.0,16.8250128461537,434.65048537373303
1585,40,1,5,13,0.0,0.0,-18.109,178.438,3.6282,77366.0,2010.0,3.0,21.0,6.0,1,1.0,0.0,41.355408083050435,1870.7589547812624
1586,133,1,5,4,0.0,0.0,40.5399,-80.9,10.58008,1311.0,2010.0,3.0,21.0,6.0,1,1.0,0.0,351.66389001743875,3.727991520354815
1587,7,1,6,4,0.0,0.0,-31.9554,115.8468,0.84684,3806.0,2010.0,3.0,22.0,0.0,0,1.0,0.0,2.252955427171143,1689.3365727962455
1588,54,1,6,13,0.0,0.0,-0.2613,100.7616,5.11756,0.0,2010.0,3.0,22.0,0.0,0,1.0,0.0,82.27649058464478,0.0
1589,78,1,5,4,0.0,0.0,-44.8454,168.1112,48.13411,10442.0,2010.0,3.0,22.0,0.0,0,1.0,0.0,7278.732600074937,1.4345904120577937
1590,95,1,5,4,0.0,0.0,42.6285,44.0874,25.09764,2934.0,2010.0,3.0,22.0,0.0,0,1.0,0.0,1978.8626144206637,1.4826698824966
1591,54,1,5,4,1.0,0.0,-0.6409,100.4419,14.50432,0.0,2010.0,3.0,25.0,3.0,0,1.0,0.0,660.9134927745545,0.0
1592,133,1,5,4,0.0,0.0,47.9567,-122.2721,2.77757,20254.0,2010.0,3.0,25.0,3.0,0,1.0,0.0,24.237057784769693,835.6624875783148
1593,133,1,5,4,0.0,0.0,34.0844,-87.104,22.45613,2264.0,2010.0,3.0,25.0,3.0,0,1.0,0.0,1584.235351979399,1.429080595361844
1594,7,1,6,4,0.0,0.0,-16.889,145.6841,1.80649,6069.0,2010.0,3.0,26.0,4.0,0,1.0,0.0,10.252292692586128,591.9651517936816
1595,96,1,6,4,14.0,0.0,-1.6985,29.3711,12.77276,83623.0,2010.0,3.0,26.0,4.0,0,1.0,0.0,512.5301006937677,163.15724654377718
1596,88,1,5,4,5.0,0.0,-14.1232,-70.1217,8.83601,0.0,2010.0,3.0,26.0,4.0,0,1.0,0.0,245.280074885955,0.0
1597,133,1,5,4,0.0,0.0,42.5435,-74.8163,7.59235,1113.0,2010.0,3.0,26.0,4.0,0,1.0,0.0,181.0932711314431,6.146004172579942
1598,53,1,6,4,0.0,0.0,24.7339,93.9161,8.69174,223523.0,2010.0,3.0,27.0,5.0,1,1.0,0.0,237.3358400309938,941.800446029601
1599,132,1,5,4,0.0,0.0,50.4374,-3.5713,0.31085,49886.0,2010.0,3.0,27.0,5.0,1,1.0,0.0,0.3035649431391132,164333.8637332012
1600,133,1,5,4,0.0,0.0,-3.6945,102.4206,17.58609,0.0,2010.0,3.0,27.0,5.0,1,1.0,0.0,971.6021239426051,0.0
1601,133,1,6,4,0.0,0.0,35.6024,-83.426,14.56419,3944.0,2010.0,3.0,29.0,0.0,0,1.0,0.0,666.3809060382919,5.918536927247084
1602,54,1,6,4,0.0,0.0,-0.4834,100.3387,7.99848,0.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,200.98553355474712,0.0
1603,133,1,5,13,0.0,0.0,41.5663,-72.6667,1.40994,47648.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,6.245268808434614,7629.4554264259195
1604,133,1,6,4,0.0,0.0,40.9647,-72.9684,0.94386,7612.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,2.798755986754413,2719.779800749004
1605,133,1,6,4,0.0,0.0,40.904,-73.9141,3.28687,195976.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,33.9402414622526,5774.148667090631
1606,133,1,6,13,0.0,0.0,40.63499096,-91.28401244,2.69877,11051.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,22.881348739179977,482.96978145686205
1607,133,1,5,13,0.0,0.0,40.635,-91.284,2.69877,11051.0,2010.0,3.0,14.0,6.0,1,1.0,0.0,22.881348739179977,482.96978145686205
1608,133,1,5,4,0.0,0.0,44.5407,-69.625,0.76489,7794.0,2010.0,3.0,30.0,1.0,0,1.0,0.0,1.8380098686667585,4240.456013249565
1609,132,1,5,4,0.0,0.0,55.893,-2.2147,8.1634,3395.0,2010.0,3.0,31.0,2.0,0,1.0,0.0,209.35918880484195,16.21614995444366
1610,133,1,5,13,0.0,0.0,42.7679,-71.8158,0.29408,1108.0,2010.0,3.0,31.0,2.0,0,1.0,0.0,0.2716945032303052,4078.109740265117
1611,133,1,0,4,0.0,0.0,45.5832,-122.7689,7.26944,14546.0,2010.0,3.0,31.0,2.0,0,1.0,0.0,166.01670324209687,87.61768976214418
1612,9,1,6,4,0.0,0.0,41.1569,48.58,23.35226,22405.0,2010.0,4.0,1.0,3.0,0,1.0,0.0,1713.1985865897047,13.077876771191727
1613,53,1,5,4,3.0,0.0,25.1553,93.028,1.49521,39982.0,2010.0,4.0,1.0,3.0,0,1.0,0.0,7.023510865160953,5692.5945965748515
1614,88,1,4,4,12.0,0.0,-9.7996,-76.1038,3.4989,0.0,2010.0,4.0,1.0,3.0,0,1.0,0.0,38.46032354436943,0.0
1615,53,1,6,4,12.0,0.0,27.8997,93.34970000000001,58.84724,13893.0,2010.0,4.0,2.0,4.0,0,1.0,0.0,10879.327994286929,1.2770090218160206
1616,88,1,5,4,28.0,0.0,-10.1258,-76.2043,0.55865,6865.0,2010.0,4.0,2.0,4.0,0,1.0,0.0,0.9804590936261425,7001.821947114995
1617,54,1,5,4,2.0,0.0,-7.2809,110.0069,14.47106,92990.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,657.8858735247911,141.34670425705053
1618,9,1,5,4,0.0,0.0,40.6197,48.462,7.54243,17209.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,178.71970923345117,96.29044314033034
1619,17,1,5,4,0.0,0.0,-22.9019,-43.0874,2.64466,456456.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,21.973010638951898,20773.484685381864
1620,88,1,5,4,0.0,0.0,-13.1171,-71.5841,12.28591,0.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,474.2032562599889,0.0
1621,56,1,5,4,0.0,0.0,53.6057,-9.7083,24.5628,2056.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,1895.4206891696706,1.084719614884374
1622,88,1,5,4,0.0,0.0,-12.9655,-71.4216,29.83354,0.0,2010.0,4.0,5.0,0.0,0,1.0,0.0,2796.1434676197737,0.0
1623,17,1,0,4,63.0,0.0,-22.9035,-43.2096,0.22982,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,0.1659302292907848,36302601.555764474
1624,17,1,6,4,25.0,0.0,-22.9312,-43.2075,3.14756,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,31.12417924675976,193537.6014976237
1625,17,1,6,4,2.0,0.0,-22.9928,-43.2524,10.98155,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,378.85860803226615,15899.59650458036
1626,17,1,6,4,16.0,0.0,-22.8271,-43.0544,0.05522,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,0.00957949637241043,0.0
1627,17,1,6,4,1.0,0.0,-22.5046,-43.1823,0.38214,272691.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,0.45876985270788084,594396.075484137
1628,17,1,6,4,1.0,0.0,-22.6053,-43.7034,0.61159,36098.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,1.1750886300905827,30719.384968619222
1629,17,1,6,4,1.0,0.0,-22.6567,-43.0398,14.50668,31202.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,661.1285849315113,47.19505510903348
1630,17,1,6,4,1.0,0.0,-22.8086,-43.4147,0.14756,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,0.06840489266936503,2153076.984008769
1631,17,1,5,4,0.0,0.0,-22.9376,-43.2421,5.2411,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,86.29681452664481,69802.10142218096
1632,17,1,5,4,0.0,0.0,-22.8961,-43.4272,9.90639,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,308.3051048418785,477.711843517922
1633,17,1,5,4,0.0,0.0,-23.0189,-43.4788,24.33967,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,1861.1408612261566,79.13479472100158
1634,17,1,5,4,0.0,0.0,-22.9458,-43.2167,4.85698,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,74.11097092592058,81279.45059606808
1635,17,1,6,4,0.0,0.0,-22.9033,-43.2394,3.27331,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,33.66077781798289,178953.05428093544
1636,17,1,5,4,10.0,0.0,-22.9493,-43.2063,5.15348,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,83.43553644785423,72195.84431826249
1637,17,1,5,4,0.0,0.0,-22.8852,-43.0631,4.16197,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,54.41864997839985,8387.859680112959
1638,17,1,5,4,0.0,0.0,-22.91017122,-43.09175971,2.81832,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,24.95344306652728,18292.305345721736
1639,17,1,5,4,0.0,0.0,-23.0291,-43.4897,25.74342,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,2082.007823388012,70.73988788396213
1640,17,1,5,4,0.0,0.0,-22.9012,-42.9548,13.07783,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,537.3054527440856,0.0
1641,17,1,5,4,0.0,0.0,-22.9214,-43.0878,4.51694,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,64.09711997389721,7121.318402229091
1642,17,1,5,4,0.0,0.0,-22.7474,-44.1285,2.79163,12620.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,24.48305376352729,515.4585748122716
1643,17,1,5,4,0.0,0.0,-22.808,-43.1835,10.78103,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,365.1492237780795,16496.540613382
1644,17,1,5,4,0.0,0.0,-22.9925,-43.2542,11.0303,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,382.2297810120473,15759.365960576846
1645,17,1,5,4,0.0,0.0,-22.9553,-43.2014,5.85003,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,107.51425728932554,56026.978671209756
1646,17,1,5,4,0.0,0.0,-22.9111,-43.0728,4.41006,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,61.099670628421656,7470.678570035874
1647,17,1,5,4,0.0,0.0,-22.8222,-43.1809,9.33158,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,273.56481553363176,22019.27535253324
1648,17,1,5,4,0.0,0.0,-22.9397,-43.2076,4.08889,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,52.52435490629566,114683.92159687408
1649,17,1,5,4,0.0,0.0,-22.91010027,-43.09416702,2.81832,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,24.95344306652728,18292.305345721736
1650,17,1,5,4,0.0,0.0,-22.9066,-43.1259,3.4451,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,37.28666474137425,12241.802884919995
1651,17,1,5,4,0.0,0.0,-22.82,-43.1789,9.62541,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,291.06390247208714,20695.45192254704
1652,17,1,5,4,0.0,0.0,-22.8948,-43.1127,1.5755,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,7.798062070138746,58534.54305626969
1653,17,1,5,4,0.0,0.0,-22.9428,-43.1861,4.94603,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,76.85344949284753,78379.03229783595
1654,17,1,5,4,0.0,0.0,-22.9153,-43.0715,4.83592,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,73.46966984524306,6212.8494787234185
1655,17,1,5,4,0.0,0.0,-22.82,-43.1789,9.62541,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,291.06390247208714,20695.45192254704
1656,17,1,5,4,0.0,0.0,-23.0289,-43.489,25.70069,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,2075.101952990287,70.9753078819879
1657,17,1,5,4,0.0,0.0,-22.8926,-43.0987,1.14326,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,4.106198030070982,111162.68544703125
1658,17,1,5,4,0.0,0.0,-22.9778,-43.2324,8.69188,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,237.34348574639768,25379.668546860154
1659,17,1,5,4,0.0,0.0,-22.7594,-43.1093,9.39788,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,277.46592967396674,0.0
1660,17,1,5,4,0.0,0.0,-22.7694,-43.108,8.45437,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,224.54964548487155,0.0
1661,17,1,5,4,0.0,0.0,-22.9399,-43.1943,4.32828,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,58.854621146083645,102348.78557876563
1662,17,1,5,4,0.0,0.0,-22.9801,-43.2328,8.94746,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,251.5066101508874,23950.459975529775
1663,17,1,5,4,0.0,0.0,-22.9139,-43.0159,9.61466,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,290.4141244994967,1571.7417353121577
1664,17,1,5,4,1.0,0.0,-22.8988,-43.1175,2.22813,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,15.596635581822564,29266.311802013668
1665,17,1,5,4,0.0,0.0,-22.8872,-42.9878,9.51482,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,284.414036641411,0.0
1666,17,1,5,4,0.0,0.0,-22.9131,-43.3857,12.04688,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,455.93091522958275,323.03358925734847
1667,17,1,5,4,0.0,0.0,-22.9247,-43.1993,2.56934,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,20.73924914725495,290449.232623125
1668,17,1,5,4,0.0,0.0,-22.5527,-43.6897,5.28651,17308.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,87.79868044677512,197.13280327137
1669,17,1,5,4,0.0,0.0,-22.937,-42.4916,2.68607,62056.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,22.666503172113565,2737.7844535078993
1670,17,1,5,4,0.0,0.0,-22.8733,-43.1014,1.13404,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,4.0402349327517975,112977.58858025332
1671,17,1,5,4,0.0,0.0,-23.0145,-43.2915,15.07609,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,714.0478494496544,8435.987874821985
1672,17,1,5,4,0.0,0.0,-22.983,-43.1976,8.94191,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,251.19469397168757,23980.199998487777
1673,17,1,5,4,0.0,0.0,-22.9138,-43.2728,6.80953,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,145.67470516491073,41350.342828433284
1674,17,1,5,4,0.0,0.0,-23.0085,-43.527,25.10249,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,1979.6274999648074,74.3983400930823
1675,17,1,5,4,0.0,0.0,-22.9196,-43.0732,5.0858,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,81.25843011066725,5617.3371720121195
1676,17,1,5,4,0.0,0.0,-22.8901,-43.097,1.01079,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,3.2097539801515222,142209.02998255717
1677,17,1,5,4,0.0,0.0,-22.9577,-43.1992,6.14155,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,118.49659102551853,50834.365342229816
1678,17,1,5,4,0.0,0.0,-22.9849,-43.697,16.74423,100752.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,880.8059393135409,114.38614966484151
1679,17,1,5,4,0.0,0.0,-22.5232,-43.2212,4.82307,272691.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,73.07974158072058,3731.41713560656
1680,17,1,5,4,0.0,0.0,-22.9255,-43.2854,8.37835,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,220.52959009249466,27314.69730421907
1681,17,1,5,4,0.0,0.0,-22.9593,-43.206,6.26133,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,123.16379437320913,48908.033652707025
1682,133,1,5,13,0.0,0.0,44.6635,-123.949,7.94258,2045.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,198.18604383520548,10.318587325454898
1683,17,1,5,4,0.0,0.0,-22.8547,-43.0848,3.71231,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,43.29505973352889,10542.911889009541
1684,17,1,5,4,0.0,0.0,-22.9229,-43.3057,10.31768,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,334.4367398030912,18011.475065648043
1685,17,1,5,4,0.0,0.0,-22.9035,-43.0448,6.43421,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,130.05897749652794,3509.60778553088
1686,17,1,5,4,0.0,0.0,-22.9417,-43.2491,6.06545,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,115.57820004766614,52117.95128766271
1687,17,1,5,4,0.0,0.0,-22.9006,-43.0784,3.21678,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,32.508175264230715,14041.267966899579
1688,17,1,5,4,0.0,0.0,-22.9117,-43.0744,4.34174,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,59.221240199607514,7707.6400031728
1689,17,1,5,4,0.0,0.0,-22.9312,-43.1854,3.87905,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,47.271635458447285,127427.34499412343
1690,17,1,5,4,0.0,0.0,-23.0392,-43.5001,27.14037,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,2314.09615506441,63.64515133810445
1691,17,1,5,4,0.0,0.0,-22.9652,-43.1992,6.96506,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,152.40513383109112,39524.25255356553
1692,17,1,5,4,0.0,0.0,-22.9223,-43.032,8.52056,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,228.0794466800856,2001.302645390251
1693,17,1,5,4,0.0,0.0,-22.923,-43.0907,4.58816,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,66.13433355144089,6901.952064655758
1694,17,1,5,4,0.0,0.0,-22.8547,-43.0921,3.38381,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,35.97177031909315,12689.283734187571
1695,17,1,5,4,0.0,0.0,-22.9149,-43.1109,3.57487,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,40.14859755100746,11369.16425088293
1696,17,1,5,4,0.0,0.0,-22.962,-43.1737,7.41844,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,172.89206029191334,34840.80755258225
1697,17,1,5,4,0.0,0.0,-22.9463,-43.2103,4.82833,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,73.23922881691244,82246.89278280608
1698,17,1,5,4,0.0,0.0,-22.9509,-43.2357,6.06366,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,115.50999259372777,52148.72639795398
1699,17,1,5,4,0.0,0.0,-22.9363,-43.2347,4.64404,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,67.75506654903974,88904.03783516571
1700,17,1,5,4,0.0,0.0,-22.8776,-43.0978,0.87103,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,2.3835051747715243,191506.1921540634
1701,17,1,5,4,0.0,0.0,-22.8766,-43.0967,1.02905,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,3.3267703846577064,137206.94464068493
1702,17,1,5,4,0.0,0.0,-22.9654,-43.2345,7.46751,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,175.18684785021816,34384.424823661204
1703,17,1,5,4,0.0,0.0,-22.9619,-43.1773,7.2432,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,164.82034808591385,36547.059085569344
1704,17,1,5,4,0.0,0.0,-22.8943,-43.1081,1.29888,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,5.300147207573322,86121.38156234134
1705,17,1,5,4,0.0,0.0,-22.9149,-43.1067,3.51011,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,38.70716162735199,11792.546412843933
1706,17,1,5,4,0.0,0.0,-22.9089,-43.0868,3.31533,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,34.53054236133152,13218.90618524298
1707,17,1,5,4,0.0,0.0,-22.9073,-43.0842,3.31827,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,34.59181216427047,13195.492558538715
1708,17,1,5,4,0.0,0.0,-22.8549,-43.2742,8.58868,818329.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,231.74091457469902,3531.22365768614
1709,17,1,6,4,0.0,0.0,-22.8988,-43.0885,2.31035,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,16.768932898986453,27220.33672325024
1710,17,1,5,4,0.0,0.0,-22.8887,-43.0783,2.66427,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,22.300075935440642,20468.809223854358
1711,17,1,6,4,0.0,0.0,-22.887,-43.0571,4.7897,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,72.07198734868649,6333.334445068815
1712,17,1,5,4,0.0,0.0,-22.9033,-43.1201,2.78414,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,24.35185294598219,18744.19991827811
1713,17,1,5,4,0.0,0.0,-22.9135,-42.9831,12.02706,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,454.43191846099205,0.0
1714,17,1,5,4,0.0,0.0,-22.9824,-43.2987,12.85487,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,519.14090604615,11603.206239087065
1715,17,1,5,4,0.0,0.0,-22.9766,-43.2903,11.78815,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,436.55722443463424,13798.18878911241
1716,17,1,5,4,0.0,0.0,-22.9529,-43.2631,7.95849,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,198.98082286872227,30272.761531266453
1717,17,1,5,4,0.0,0.0,-22.8888,-43.0731,3.18869,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,31.94290959040207,14289.743979275825
1718,17,1,5,4,0.0,0.0,-22.9638,-43.4762,18.45215,147281.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,1069.655246038784,137.69015815649055
1719,17,1,5,4,0.0,0.0,-23.0011,-43.2747,12.88639,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,521.6898828464858,11546.512972674522
1720,17,1,5,4,0.0,0.0,-22.9112,-43.0503,6.28024,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,123.90885790718643,3683.8044326250433
1721,17,1,5,4,0.0,0.0,-22.878,-43.103,0.59395,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,1.1082803827723666,411859.6765722533
1722,17,1,6,4,0.0,0.0,-22.9337,-43.1172,5.74933,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,103.84470254817755,4395.563652254987
1723,17,1,5,4,0.0,0.0,-22.8781,-43.0455,5.73012,0.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,103.15191779950447,0.0
1724,17,1,5,4,0.0,0.0,-22.945,-43.3223,12.6705,6023699.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,504.3562176931697,11943.342401034062
1725,17,1,5,4,0.0,0.0,-22.9008,-43.1151,2.26519,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,16.119781253471135,28316.51328405648
1726,17,1,5,4,0.0,0.0,-22.8796,-43.1293,2.66821,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,22.366080706614696,20408.40351009753
1727,17,1,5,4,0.0,0.0,-22.9113,-43.067,4.86845,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,74.46141772930888,6130.100848460392
1728,17,1,5,4,0.0,0.0,-22.9631,-43.0252,11.94694,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,448.3975570937457,1017.9716476567902
1729,17,1,5,4,0.0,0.0,-22.9188,-43.0521,6.58458,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,136.20907065188055,3351.1424592756957
1730,17,1,6,4,0.0,0.0,-22.9337,-43.031,9.30607,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,272.07115645442394,1677.7081626308423
1731,17,1,5,4,0.0,0.0,-22.8754,-43.0842,2.17699,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,14.888904384715081,30657.46063011841
1732,17,1,5,4,0.0,0.0,-22.8929,-43.1124,1.39128,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,6.081055356484778,75061.97086550771
1733,17,1,5,4,0.0,0.0,-22.904,-43.1193,2.79808,456456.0,2010.0,4.0,6.0,1.0,0,1.0,0.0,24.596319581099742,18557.89840813213
1734,26,1,5,13,14.0,0.0,29.5248,103.3545,15.7522,0.0,2010.0,4.0,7.0,2.0,0,1.0,0.0,779.5290552073203,0.0
1735,133,1,6,13,0.0,0.0,40.7799,-91.0962,3.37828,25663.0,2010.0,4.0,7.0,2.0,0,1.0,0.0,35.85429247965712,715.7580926903127
1736,17,1,6,4,196.0,0.0,-22.8919,-43.0882,1.84404,456456.0,2010.0,4.0,7.0,2.0,0,1.0,0.0,10.682934050111708,42727.58755776715
1737,40,1,5,4,0.0,0.0,-17.5608,178.2168,57.69671,14596.0,2010.0,4.0,8.0,3.0,0,1.0,0.0,10458.080283758458,1.395667235665401
